Trip_id,user_id,start_date,end_date,province
4566,0423,2021-11-29,2021-11-30,"Lop Buri, Pathum Thani, Saraburi"
4567,0423,2021-12-23,2021-12-23,"Bangkok, Samut Prakan"
4568,0423,2021-12-25,2021-12-31,"Bangkok, Chachoengsao, Kanchanaburi, Lop Buri, Nakhon Pathom, Nonthaburi, Samut Prakan, Suphan Buri"
4569,0423,2022-01-01,2022-01-01,Suphan Buri
4570,0423,2022-01-01,2022-01-01,"Bangkok, Nonthaburi"
4571,0423,2022-01-01,2022-01-02,"Bangkok, Chachoengsao, Nakhon Pathom, Nonthaburi, Prachin Buri, Suphan Buri"
4572,0423,2022-01-02,2022-01-02,Samut Sakhon
4573,0423,2022-01-02,2022-01-02,"Bangkok, Suphan Buri"
4574,0423,2022-01-02,2022-01-02,Nakhon Pathom
4575,0423,2022-01-03,2022-01-03,Nonthaburi
4576,0423,2022-01-03,2022-01-03,Phitsanulok
4577,0423,2022-01-03,2022-01-04,"Ang Thong, Lampang, Sing Buri, Sukhothai"
4578,0423,2022-01-05,2022-01-05,Nonthaburi
4579,0424,2021-01-20,2021-01-20,"Bangkok, Pathum Thani"
4580,0424,2021-02-18,2021-02-19,"Bangkok, Nakhon Pathom"
4581,0424,2021-02-19,2021-02-21,"Bangkok, Chachoengsao, Lop Buri, Nakhon Sawan, Nonthaburi, Phra Nakhon Si Ayutthaya, Saraburi"
4582,0424,2021-06-09,2021-06-09,"Ratchaburi, Samut Sakhon"
4583,0424,2021-10-06,2021-10-06,"Bangkok, Pathum Thani"
4584,0424,2021-11-03,2021-11-04,"Phetchaburi, Ratchaburi"
4585,0424,2021-12-17,2021-12-17,Chachoengsao
4586,0424,2021-12-17,2021-12-18,"Pathum Thani, Phra Nakhon Si Ayutthaya, Saraburi"
4587,0424,2021-12-26,2021-12-26,"Pathum Thani, Saraburi"
4588,0424,2021-12-27,2021-12-28,"Bangkok, Phetchaburi, Ratchaburi, Samut Sakhon"
4589,0424,2021-12-31,2021-12-31,Bangkok
4590,0424,2022-01-01,2022-01-01,Chachoengsao
4591,0424,2022-01-01,2022-01-01,"Bangkok, Chachoengsao"
4592,0424,2022-01-01,2022-01-01,"Nonthaburi, Pathum Thani, Phichit, Phitsanulok"
4593,0424,2022-01-01,2022-01-01,"Bangkok, Phitsanulok, Phra Nakhon Si Ayutthaya"
4594,0424,2022-01-02,2022-01-02,"Nonthaburi, Pathum Thani, Saraburi"
4595,0424,2022-01-04,2022-01-04,Pathum Thani
4596,0425,2021-01-02,2021-01-02,Pathum Thani
4597,0425,2021-01-03,2021-01-03,"Pathum Thani, Saraburi"
4598,0425,2021-02-18,2021-02-18,Samut Prakan
4599,0425,2021-02-19,2021-02-19,"Nonthaburi, Pathum Thani"
4600,0425,2021-02-20,2021-02-20,"Ang Thong, Pathum Thani, Phra Nakhon Si Ayutthaya"
4601,0425,2021-09-05,2021-09-05,"Chachoengsao, Samut Prakan"
4602,0425,2021-09-07,2021-09-08,"Phetchaburi, Ratchaburi"
4603,0425,2021-11-06,2021-11-07,"Chanthaburi, Rayong, Trat"
4604,0425,2021-11-08,2021-11-08,Samut Prakan
4605,0425,2021-11-09,2021-11-09,Nonthaburi
4606,0425,2021-12-02,2021-12-02,Nonthaburi
4607,0425,2021-12-09,2021-12-09,"Nakhon Pathom, Nonthaburi"
4608,0425,2021-12-11,2021-12-11,Pathum Thani
4609,0425,2021-12-22,2021-12-22,Pathum Thani
4610,0425,2021-12-25,2021-12-25,Samut Sakhon
4611,0425,2021-12-28,2021-12-28,Pathum Thani
4612,0425,2021-12-29,2021-12-29,"Pathum Thani, Samut Prakan"
4613,0425,2021-12-31,2021-12-31,"Nakhon Pathom, Ratchaburi"
4614,0426,2021-04-05,2021-04-05,Nakhon Pathom
4615,0426,2021-11-20,2021-11-20,"Nakhon Pathom, Samut Prakan"
4616,0426,2021-11-20,2021-11-20,Nonthaburi
4617,0426,2021-12-29,2021-12-29,Nonthaburi
4618,0426,2021-12-29,2021-12-30,"Chanthaburi, Chon Buri, Pathum Thani"
4619,0426,2022-01-01,2022-01-01,Pathum Thani
4620,0426,2022-01-02,2022-01-02,Nakhon Pathom
4621,0426,2022-01-02,2022-01-02,Nakhon Pathom
4622,0426,2022-01-02,2022-01-02,Ratchaburi
4623,0427,2021-09-05,2021-09-05,"Kanchanaburi, Nakhon Pathom"
4624,0427,2021-09-09,2021-09-09,Nakhon Sawan
4625,0427,2021-11-28,2021-11-30,"Lampang, Lamphun, Phitsanulok, Sukhothai"
4626,0427,2021-12-14,2021-12-14,Nakhon Sawan
4627,0427,2021-12-27,2021-12-27,Nakhon Sawan
4628,0427,2021-12-31,2021-12-31,Nakhon Sawan
4629,0427,2021-12-31,2021-12-31,Rayong
4630,0427,2021-12-31,2022-01-01,"Chon Buri, Nakhon Sawan, Phitsanulok"
4631,0427,2022-01-01,2022-01-01,"Chanthaburi, Chon Buri, Nakhon Sawan"
4632,0427,2022-01-01,2022-01-02,"Bangkok, Chanthaburi, Kanchanaburi, Phitsanulok, Ratchaburi, Rayong, Samut Sakhon"
4633,0427,2022-01-02,2022-01-02,"Chon Buri, Rayong"
4634,0427,2022-01-03,2022-01-03,Phitsanulok
4635,0427,2022-01-04,2022-01-04,Nakhon Sawan
4636,0427,2022-01-05,2022-01-05,"Bangkok, Samut Sakhon"
4637,0427,2022-01-05,2022-01-06,"Bangkok, Nakhon Pathom, Phitsanulok, Sukhothai"
4638,0427,2022-01-06,2022-01-06,"Nakhon Sawan, Nonthaburi, Phra Nakhon Si Ayutthaya"
4639,0427,2022-01-06,2022-01-06,Sing Buri
4640,0428,2021-02-05,2021-02-05,Samut Prakan
4641,0428,2021-08-29,2021-08-29,Pathum Thani
4642,0428,2021-08-30,2021-10-30,"Chachoengsao, Pathum Thani, Prachin Buri, Saraburi"
4643,0428,2021-12-13,2021-12-13,Nonthaburi
4644,0428,2021-12-29,2021-12-29,Nakhon Pathom
4645,0428,2021-12-30,2021-12-30,Nonthaburi
4646,0428,2021-12-31,2022-01-01,"Nakhon Pathom, Samut Prakan"
4647,0428,2022-01-01,2022-01-02,"Pathum Thani, Samut Prakan"
4648,0428,2022-01-02,2022-01-02,Phra Nakhon Si Ayutthaya
4649,0428,2022-01-02,2022-01-02,"Lop Buri, Nonthaburi, Samut Sakhon, Saraburi"
4650,0428,2022-01-03,2022-01-03,"Nonthaburi, Pathum Thani"
4651,0428,2022-01-04,2022-01-04,Samut Sakhon
4652,0428,2022-01-04,2022-01-04,"Pathum Thani, Samut Prakan"
4653,0429,2021-12-01,2021-12-01,Samut Prakan
4654,0429,2021-12-05,2021-12-05,Samut Sakhon
4655,0429,2021-12-21,2021-12-21,Nakhon Pathom
4656,0429,2021-12-22,2021-12-23,"Nakhon Pathom, Nonthaburi, Pathum Thani, Samut Prakan"
4657,0429,2021-12-24,2021-12-24,"Pathum Thani, Samut Prakan"
4658,0429,2021-12-26,2021-12-26,"Nakhon Pathom, Samut Sakhon"
4659,0429,2021-12-29,2021-12-29,Nakhon Pathom
4660,0429,2022-01-01,2022-01-01,"Pathum Thani, Phra Nakhon Si Ayutthaya"
4661,0429,2022-01-01,2022-01-01,"Ang Thong, Samut Sakhon"
4662,0429,2022-01-02,2022-01-02,Pathum Thani
4663,0429,2022-01-03,2022-01-03,"Pathum Thani, Phra Nakhon Si Ayutthaya, Samut Sakhon"
4664,0429,2022-01-04,2022-01-04,Nonthaburi
4665,0429,2022-01-04,2022-01-04,Nonthaburi
4666,0429,2022-01-05,2022-01-05,"Phra Nakhon Si Ayutthaya, Samut Sakhon"
4667,0429,2022-01-05,2022-01-06,"Nakhon Pathom, Ratchaburi, Samut Sakhon"
4668,0429,2022-01-06,2022-01-06,"Nakhon Pathom, Samut Prakan, Samut Sakhon"
4669,0429,2022-01-08,2022-01-08,Samut Sakhon
4670,0430,2021-08-29,2021-08-29,Chiang Rai
4671,0430,2021-11-06,2021-11-07,"Nonthaburi, Pathum Thani, Phra Nakhon Si Ayutthaya"
4672,0430,2021-11-08,2021-12-08,"Bangkok, Chachoengsao, Nonthaburi, Pathum Thani, Samut Prakan, Samut Sakhon"
4673,0430,2021-12-18,2021-12-18,Phrae
4674,0430,2021-12-19,2021-12-19,Sukhothai
4675,0430,2021-12-27,2021-12-27,Lamphun
4676,0430,2021-12-29,2021-12-30,"Chiang Mai, Lamphun"
4677,0430,2021-12-30,2021-12-30,Chiang Rai
4678,0430,2021-12-30,2021-12-31,"Chiang Rai, Phayao"
4679,0430,2021-12-31,2022-01-01,"Chiang Mai, Chiang Rai, Lamphun, Phrae, Sukhothai"
4680,0430,2022-01-01,2022-01-01,Chiang Rai
4681,0430,2022-01-01,2022-01-01,Sukhothai
4682,0430,2022-01-01,2022-01-02,"Bangkok, Chiang Rai, Nonthaburi"
4683,0430,2022-01-02,2022-01-02,Lamphun
4684,0430,2022-01-02,2022-01-02,"Chiang Rai, Phrae"
4685,0430,2022-01-03,2022-01-03,"Chiang Rai, Sukhothai"
4686,0430,2022-01-04,2022-01-05,"Phichit, Phitsanulok, Sukhothai"
4687,0430,2022-01-05,2022-01-05,Phrae
4688,0430,2022-01-05,2022-01-05,Phayao
4689,0430,2022-01-06,2022-01-06,"Phayao, Phrae"
4690,0430,2022-01-07,2022-01-08,"Phayao, Phrae, Sukhothai"
4691,0430,2022-01-08,2022-01-08,"Phrae, Sukhothai"
4692,0431,2021-01-02,2021-01-03,"Nakhon Pathom, Nonthaburi, Ratchaburi"
4693,0431,2021-05-28,2021-05-28,Samut Prakan
4694,0431,2021-05-29,2021-05-29,"Samut Sakhon, Samut Songkhram"
4695,0431,2021-05-31,2021-05-31,"Pathum Thani, Phra Nakhon Si Ayutthaya"
4696,0431,2021-12-18,2021-12-18,"Pathum Thani, Phra Nakhon Si Ayutthaya"
4697,0431,2021-12-23,2021-12-23,Pathum Thani
4698,0431,2021-12-26,2021-12-26,Samut Sakhon
4699,0431,2021-12-29,2021-12-31,"Nakhon Pathom, Ratchaburi, Samut Sakhon, Suphan Buri"
4700,0431,2021-12-31,2022-01-01,"Chon Buri, Nonthaburi, Pathum Thani, Phra Nakhon Si Ayutthaya, Rayong"
4701,0431,2022-01-01,2022-01-01,"Samut Prakan, Samut Sakhon"
4702,0431,2022-01-01,2022-01-02,"Chachoengsao, Nakhon Pathom, Samut Prakan"
4703,0431,2022-01-02,2022-01-02,"Kanchanaburi, Nakhon Pathom"
4704,0431,2022-01-03,2022-01-03,Samut Sakhon
4705,0431,2022-01-05,2022-01-05,"Nonthaburi, Phra Nakhon Si Ayutthaya, Saraburi"
4706,0432,2021-04-17,2021-04-18,"Bangkok, Pathum Thani"
4707,0432,2021-09-29,2021-09-29,Pathum Thani
4708,0432,2021-10-01,2021-10-01,"Pathum Thani, Samut Prakan"
4709,0432,2021-10-03,2021-10-04,"Nakhon Pathom, Samut Prakan"
4710,0432,2021-10-22,2021-10-22,Bangkok
4711,0432,2021-10-29,2021-10-31,"Chiang Mai, Lamphun"
4712,0432,2021-12-21,2021-12-21,"Bangkok, Pathum Thani, Saraburi"
4713,0432,2021-12-27,2021-12-27,"Bangkok, Pathum Thani"
4714,0432,2021-12-28,2021-12-28,Bangkok
4715,0433,2021-05-04,2021-05-05,"Ang Thong, Pathum Thani, Phra Nakhon Si Ayutthaya, Suphan Buri"
4716,0433,2021-05-30,2021-05-30,Nonthaburi
4717,0433,2021-06-01,2021-06-01,Nonthaburi
4718,0433,2021-06-25,2021-06-28,"Ang Thong, Chai Nat, Lop Buri, Nakhon Sawan, Phra Nakhon Si Ayutthaya, Sing Buri, Suphan Buri"
4719,0433,2021-10-04,2021-11-05,"Nonthaburi, Samut Sakhon"
4720,0433,2021-11-06,2021-11-06,"Nonthaburi, Pathum Thani"
4721,0433,2021-11-23,2021-11-23,Samut Prakan
4722,0433,2021-11-24,2021-11-24,Nakhon Pathom
4723,0433,2021-11-27,2021-11-28,"Nonthaburi, Pathum Thani"
4724,0433,2021-11-29,2021-11-29,Pathum Thani
4725,0433,2021-12-26,2021-12-26,Nakhon Pathom
4726,0433,2021-12-27,2021-12-29,"Nonthaburi, Pathum Thani, Phra Nakhon Si Ayutthaya, Saraburi"
4727,0433,2021-12-29,2021-12-29,"Nakhon Pathom, Nonthaburi"
4728,0433,2021-12-30,2021-12-30,"Ang Thong, Pathum Thani, Phra Nakhon Si Ayutthaya"
4729,0433,2022-01-01,2022-01-01,"Phayao, Phrae"
4730,0433,2022-01-02,2022-01-02,Pathum Thani
4731,0433,2022-01-03,2022-01-03,Nonthaburi
4732,0434,2021-03-20,2021-03-23,"Chai Nat, Chiang Mai, Lampang, Nakhon Sawan, Phichit, Phitsanulok, Phrae, Sukhothai"
4733,0434,2021-03-24,2021-11-24,"Bangkok, Kanchanaburi, Nakhon Pathom, Phayao, Ratchaburi, Samut Sakhon"
4734,0434,2021-11-26,2021-12-17,"Bangkok, Nakhon Pathom, Nonthaburi, Phra Nakhon Si Ayutthaya, Samut Prakan"
4735,0434,2021-12-29,2021-12-29,Phayao
4736,0434,2021-12-30,2021-12-30,Phayao
4737,0434,2022-01-01,2022-01-01,"Bangkok, Lampang, Phayao"
4738,0434,2022-01-01,2022-01-01,"Chiang Mai, Lampang, Nonthaburi, Phayao"
4739,0434,2022-01-02,2022-01-02,"Lampang, Phrae"
4740,0434,2022-01-02,2022-01-02,Phayao
4741,0434,2022-01-03,2022-01-03,Lampang
4742,0434,2022-01-03,2022-01-04,"Lampang, Phrae, Sukhothai"
4743,0435,2021-11-05,2021-11-05,Samut Sakhon
4744,0435,2021-11-07,2021-11-08,"Lop Buri, Pathum Thani, Saraburi"
4745,0435,2021-11-27,2021-11-27,"Chachoengsao, Samut Prakan"
4746,0435,2021-12-04,2021-12-05,"Chachoengsao, Prachin Buri, Samut Prakan"
4747,0435,2021-12-14,2021-12-14,"Phitsanulok, Sukhothai"
4748,0436,2021-01-02,2021-01-02,Pathum Thani
4749,0436,2021-01-03,2021-01-03,Samut Sakhon
4750,0436,2021-01-19,2021-01-19,Nonthaburi
4751,0436,2021-01-19,2021-01-19,Nonthaburi
4752,0436,2021-01-22,2021-01-22,Pathum Thani
4753,0436,2021-01-23,2021-01-24,"Pathum Thani, Samut Prakan"
4754,0436,2021-10-29,2021-10-29,Nakhon Pathom
4755,0436,2021-11-29,2021-11-29,Samut Prakan
4756,0436,2021-12-11,2021-12-12,"Chachoengsao, Prachin Buri, Samut Prakan"
4757,0436,2021-12-23,2021-12-25,"Chiang Mai, Chiang Rai, Lampang, Nonthaburi, Pathum Thani, Phayao"
4758,0436,2021-12-26,2021-12-26,Pathum Thani
4759,0436,2021-12-30,2021-12-30,"Chachoengsao, Nakhon Pathom, Samut Prakan"
4760,0436,2021-12-31,2022-01-01,"Chachoengsao, Samut Prakan"
4761,0436,2022-01-01,2022-01-01,Pathum Thani
4762,0436,2022-01-01,2022-01-01,Samut Sakhon
4763,0436,2022-01-01,2022-01-02,"Ratchaburi, Sing Buri, Suphan Buri"
4764,0436,2022-01-02,2022-01-02,Pathum Thani
4765,0436,2022-01-03,2022-01-03,Pathum Thani
4766,0436,2022-01-05,2022-01-05,Samut Prakan
4767,0436,2022-01-05,2022-01-05,Pathum Thani
4768,0437,2021-05-13,2021-05-13,Samut Sakhon
4769,0437,2021-05-15,2021-05-15,"Phichit, Phitsanulok"
4770,0437,2021-12-29,2021-12-29,"Pathum Thani, Samut Prakan"
4771,0437,2021-12-31,2021-12-31,"Samut Sakhon, Samut Songkhram"
4772,0437,2022-01-01,2022-01-01,"Pathum Thani, Phetchaburi, Ratchaburi"
4773,0437,2022-01-01,2022-01-01,Samut Prakan
4774,0437,2022-01-01,2022-01-02,"Nakhon Pathom, Samut Sakhon, Suphan Buri"
4775,0437,2022-01-02,2022-01-02,"Nakhon Pathom, Samut Sakhon"
4776,0437,2022-01-02,2022-01-02,"Samut Prakan, Samut Sakhon"
4777,0437,2022-01-02,2022-01-02,Ratchaburi
4778,0437,2022-01-02,2022-01-03,"Chachoengsao, Nakhon Pathom, Pathum Thani, Phra Nakhon Si Ayutthaya, Samut Prakan"
4779,0437,2022-01-03,2022-01-03,Samut Prakan
4780,0437,2022-01-03,2022-01-03,Pathum Thani
4781,0437,2022-01-03,2022-01-04,"Nonthaburi, Samut Prakan"
4782,0437,2022-01-04,2022-01-05,"Pathum Thani, Samut Sakhon"
4783,0437,2022-01-05,2022-01-05,"Nakhon Pathom, Samut Sakhon"
4784,0438,2021-12-23,2021-12-23,Nonthaburi
4785,0438,2021-12-24,2021-12-24,Samut Prakan
4786,0438,2021-12-27,2021-12-27,"Samut Sakhon, Samut Songkhram"
4787,0438,2021-12-29,2021-12-29,"Nonthaburi, Pathum Thani"
4788,0438,2021-12-30,2021-12-30,Pathum Thani
4789,0438,2021-12-31,2021-12-31,Samut Sakhon
4790,0438,2021-12-31,2021-12-31,"Chanthaburi, Chon Buri"
4791,0439,2021-08-10,2021-08-11,"Bangkok, Samut Sakhon, Samut Songkhram"
4792,0439,2021-08-12,2021-08-12,Suphan Buri
4793,0439,2021-10-24,2021-10-25,"Nakhon Pathom, Ratchaburi, Samut Sakhon, Suphan Buri"
4794,0439,2021-12-18,2021-12-19,"Ratchaburi, Samut Sakhon"
4795,0439,2021-12-24,2021-12-24,Nakhon Pathom
4796,0439,2021-12-25,2021-12-25,Suphan Buri
4797,0439,2021-12-30,2021-12-30,"Bangkok, Pathum Thani"
4798,0439,2021-12-31,2021-12-31,Nakhon Pathom
4799,0439,2022-01-01,2022-01-01,"Nakhon Pathom, Suphan Buri"
4800,0439,2022-01-01,2022-01-01,"Bangkok, Nakhon Pathom, Samut Prakan, Suphan Buri"
4801,0439,2022-01-02,2022-01-02,Samut Prakan
4802,0439,2022-01-02,2022-01-02,Nakhon Pathom
4803,0440,2021-10-19,2021-10-19,Samut Prakan
4804,0440,2021-11-11,2021-11-11,Samut Prakan
4805,0440,2021-12-12,2021-12-13,"Ratchaburi, Samut Sakhon"
4806,0440,2021-12-13,2021-12-13,Nonthaburi
4807,0440,2021-12-28,2021-12-28,Nonthaburi
4808,0440,2021-12-30,2021-12-30,"Lop Buri, Pathum Thani, Saraburi"
4809,0440,2021-12-31,2021-12-31,Sukhothai
4810,0440,2021-12-31,2022-01-01,"Lampang, Samut Prakan, Samut Sakhon"
4811,0440,2022-01-01,2022-01-01,"Lamphun, Samut Prakan, Samut Songkhram"
4812,0440,2022-01-01,2022-01-02,"Lampang, Nakhon Pathom, Phayao"
4813,0440,2022-01-02,2022-01-02,"Nakhon Pathom, Samut Sakhon"
4814,0440,2022-01-02,2022-01-04,"Kanchanaburi, Nakhon Pathom, Ratchaburi, Samut Sakhon"
4815,0441,2021-01-03,2021-01-03,Phitsanulok
4816,0441,2021-01-04,2021-01-04,Phitsanulok
4817,0441,2021-02-04,2021-02-04,Lampang
4818,0442,2021-01-02,2021-01-02,"Chachoengsao, Prachin Buri"
4819,0442,2021-07-07,2021-07-09,"Phra Nakhon Si Ayutthaya, Sing Buri, Suphan Buri"
4820,0442,2021-07-09,2021-07-09,"Lop Buri, Nakhon Sawan, Sing Buri"
4821,0442,2021-07-13,2021-07-13,Phra Nakhon Si Ayutthaya
4822,0442,2021-08-27,2021-08-28,"Bangkok, Chachoengsao, Chon Buri, Rayong, Samut Sakhon"
4823,0442,2021-10-29,2021-10-29,Suphan Buri
4824,0442,2021-11-06,2021-11-06,Sing Buri
4825,0442,2021-11-07,2021-11-07,"Chai Nat, Sing Buri"
4826,0442,2021-11-20,2021-11-20,Suphan Buri
4827,0443,2021-12-03,2021-12-03,"Bangkok, Samut Prakan"
4828,0443,2021-12-13,2021-12-13,Saraburi
4829,0443,2021-12-28,2021-12-30,"Chai Nat, Kanchanaburi, Ratchaburi, Suphan Buri"
4830,0443,2021-12-31,2021-12-31,Phitsanulok
4831,0443,2021-12-31,2021-12-31,"Nonthaburi, Saraburi, Sukhothai, Suphan Buri"
4832,0443,2022-01-01,2022-01-02,"Nonthaburi, Pathum Thani, Saraburi"
4833,0443,2022-01-02,2022-01-03,"Kanchanaburi, Suphan Buri"
4834,0443,2022-01-03,2022-01-03,Ang Thong
4835,0443,2022-01-03,2022-01-03,Ang Thong
4836,0443,2022-01-04,2022-01-04,"Nakhon Pathom, Nonthaburi, Pathum Thani, Suphan Buri"
4837,0443,2022-01-04,2022-01-04,Bangkok
4838,0443,2022-01-04,2022-01-04,Ratchaburi
4839,0443,2022-01-05,2022-01-05,Nonthaburi
4840,0444,2021-01-02,2021-01-03,"Sing Buri, Suphan Buri"
4841,0444,2021-06-04,2021-06-05,"Bangkok, Kanchanaburi, Nakhon Pathom"
4842,0444,2021-06-07,2021-06-07,Samut Sakhon
4843,0444,2021-06-27,2021-06-27,Kanchanaburi
4844,0444,2021-09-13,2021-09-14,"Phichit, Phitsanulok, Sukhothai"
4845,0444,2021-10-11,2021-10-11,Kanchanaburi
4846,0444,2021-11-02,2021-11-02,Samut Sakhon
4847,0445,2021-01-02,2021-01-02,Sing Buri
4848,0445,2021-09-18,2021-09-18,Phichit
4849,0445,2021-10-07,2021-10-07,Chai Nat
4850,0445,2021-10-29,2021-10-29,"Lop Buri, Sing Buri"
4851,0445,2021-11-27,2021-11-28,"Ang Thong, Bangkok, Chai Nat, Nakhon Pathom, Sing Buri"
4852,0445,2021-12-23,2021-12-23,Phichit
4853,0445,2021-12-23,2021-12-23,Phichit
4854,0445,2021-12-24,2021-12-24,Phichit
4855,0446,2021-05-19,2021-05-20,"Pathum Thani, Phra Nakhon Si Ayutthaya"
4856,0446,2021-06-07,2021-06-08,"Bangkok, Nakhon Pathom, Nonthaburi, Pathum Thani"
4857,0446,2021-10-11,2021-10-11,"Nonthaburi, Pathum Thani"
4858,0446,2021-10-13,2021-10-14,"Nonthaburi, Pathum Thani"
4859,0446,2021-10-15,2021-10-15,Samut Sakhon
4860,0446,2021-10-17,2021-10-17,"Kanchanaburi, Nakhon Pathom, Samut Sakhon, Samut Songkhram"
4861,0446,2021-10-17,2021-10-18,"Phetchaburi, Samut Sakhon, Samut Songkhram"
4862,0446,2021-11-26,2021-11-26,Kanchanaburi
4863,0446,2021-12-17,2021-12-17,"Phrae, Sukhothai"
4864,0446,2021-12-28,2021-12-28,Samut Sakhon
4865,0446,2021-12-29,2021-12-30,"Bangkok, Nakhon Pathom, Samut Prakan"
4866,0446,2021-12-31,2022-01-01,"Bangkok, Pathum Thani, Samut Sakhon, Saraburi"
4867,0446,2022-01-02,2022-01-03,"Bangkok, Nakhon Pathom, Samut Sakhon"
4868,0447,2021-10-14,2021-10-15,"Nonthaburi, Phra Nakhon Si Ayutthaya"
4869,0447,2021-10-16,2021-10-17,"Chiang Mai, Chiang Rai, Lampang, Phayao"
4870,0447,2021-11-11,2021-11-11,Saraburi
4871,0447,2021-11-18,2021-11-18,Nonthaburi
4872,0447,2021-12-18,2021-12-19,"Chachoengsao, Chanthaburi, Chon Buri, Rayong, Samut Prakan"
4873,0447,2021-12-20,2021-12-20,Phra Nakhon Si Ayutthaya
4874,0447,2021-12-20,2021-12-21,"Ang Thong, Nakhon Pathom, Phra Nakhon Si Ayutthaya, Suphan Buri"
4875,0447,2021-12-29,2021-12-29,Phra Nakhon Si Ayutthaya
4876,0447,2021-12-31,2021-12-31,Phra Nakhon Si Ayutthaya
4877,0447,2021-12-31,2021-12-31,Saraburi
4878,0447,2021-12-31,2021-12-31,"Phra Nakhon Si Ayutthaya, Saraburi"
4879,0447,2022-01-01,2022-01-01,"Nakhon Pathom, Nonthaburi, Phra Nakhon Si Ayutthaya"
4880,0447,2022-01-01,2022-01-01,"Bangkok, Lop Buri, Saraburi"
4881,0447,2022-01-01,2022-01-01,"Bangkok, Chai Nat, Nakhon Pathom, Ratchaburi, Samut Sakhon, Sing Buri"
4882,0447,2022-01-02,2022-01-02,"Bangkok, Kanchanaburi, Ratchaburi, Suphan Buri"
4883,0447,2022-01-02,2022-01-02,Nakhon Pathom
4884,0447,2022-01-03,2022-01-03,Nonthaburi
4885,0447,2022-01-03,2022-01-04,"Bangkok, Lampang, Samut Prakan"
4886,0447,2022-01-05,2022-01-05,"Chiang Rai, Lampang, Lamphun, Phayao"
4887,0447,2022-01-06,2022-01-06,Phra Nakhon Si Ayutthaya
4888,0448,2021-12-19,2021-12-19,Pathum Thani
4889,0448,2021-12-19,2021-12-20,"Nonthaburi, Pathum Thani, Phra Nakhon Si Ayutthaya, Saraburi"
4890,0448,2021-12-24,2021-12-24,Samut Prakan
4891,0448,2021-12-28,2021-12-28,"Nakhon Pathom, Nonthaburi"
4892,0449,2021-01-02,2021-01-03,"Ang Thong, Lop Buri, Nakhon Sawan, Phichit, Phra Nakhon Si Ayutthaya, Saraburi"
4893,0449,2021-12-10,2021-12-10,Bangkok
4894,0449,2021-12-21,2021-12-21,"Bangkok, Samut Prakan"
4895,0449,2021-12-26,2021-12-28,"Lampang, Phrae, Sukhothai"
4896,0449,2021-12-30,2021-12-30,"Bangkok, Nakhon Pathom"
4897,0449,2021-12-31,2021-12-31,Bangkok
4898,0449,2021-12-31,2021-12-31,Nonthaburi
4899,0449,2021-12-31,2021-12-31,Saraburi
4900,0449,2021-12-31,2022-01-01,"Phra Nakhon Si Ayutthaya, Saraburi"
4901,0449,2022-01-01,2022-01-01,Bangkok
4902,0449,2022-01-02,2022-01-02,"Nakhon Pathom, Nonthaburi, Saraburi"
4903,0449,2022-01-02,2022-01-02,Ratchaburi
4904,0449,2022-01-02,2022-01-02,Phra Nakhon Si Ayutthaya
4905,0449,2022-01-02,2022-01-03,"Bangkok, Nakhon Pathom, Nonthaburi, Suphan Buri"
4906,0449,2022-01-03,2022-01-03,Samut Prakan
4907,0449,2022-01-03,2022-01-04,"Bangkok, Nonthaburi, Phra Nakhon Si Ayutthaya, Ratchaburi, Samut Prakan, Samut Sakhon"
4908,0449,2022-01-04,2022-01-04,"Samut Sakhon, Saraburi"
4909,0449,2022-01-05,2022-01-05,Phra Nakhon Si Ayutthaya
4910,0449,2022-01-06,2022-01-06,Nonthaburi
4911,0449,2022-01-06,2022-01-06,Bangkok
4912,0449,2022-01-07,2022-01-07,Phra Nakhon Si Ayutthaya
4913,0449,2022-01-08,2022-01-08,Saraburi
4914,0450,2021-01-03,2021-01-03,Pathum Thani
4915,0450,2021-01-04,2021-01-04,Phra Nakhon Si Ayutthaya
4916,0450,2021-07-16,2021-07-16,Pathum Thani
4917,0450,2021-12-12,2021-12-12,Bangkok
4918,0450,2021-12-14,2021-12-14,Phra Nakhon Si Ayutthaya
4919,0450,2021-12-24,2021-12-26,"Chiang Mai, Lampang, Lamphun, Phayao"
4920,0450,2021-12-27,2021-12-28,"Bangkok, Nakhon Pathom, Suphan Buri"
4921,0450,2021-12-29,2021-12-30,"Chiang Mai, Lampang"
4922,0450,2021-12-31,2022-01-01,"Chai Nat, Nakhon Pathom, Phra Nakhon Si Ayutthaya, Suphan Buri"
4923,0450,2022-01-01,2022-01-01,"Pathum Thani, Phra Nakhon Si Ayutthaya"
4924,0450,2022-01-02,2022-01-02,"Phra Nakhon Si Ayutthaya, Saraburi"
4925,0450,2022-01-02,2022-01-02,Phra Nakhon Si Ayutthaya
4926,0450,2022-01-02,2022-01-02,Phra Nakhon Si Ayutthaya
4927,0450,2022-01-02,2022-01-02,Pathum Thani
4928,0450,2022-01-03,2022-01-03,Nakhon Pathom
4929,0450,2022-01-04,2022-01-04,"Nakhon Pathom, Pathum Thani, Phra Nakhon Si Ayutthaya"
4930,0450,2022-01-06,2022-01-06,Nakhon Pathom
4931,0450,2022-01-06,2022-01-06,"Bangkok, Nakhon Pathom, Pathum Thani"
4932,0450,2022-01-07,2022-01-07,Bangkok
4933,0450,2022-01-07,2022-01-07,Suphan Buri
